"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2025 08:45:00 - 01/01/2025 09:00:00","BZN|HU","278.61","302.90","307.88","102.87"
"01/01/2025 09:00:00 - 01/01/2025 09:15:00","BZN|HU","355.44","382.28","437.40","128.98"
"01/01/2025 09:15:00 - 01/01/2025 09:30:00","BZN|HU","428.28","458.20","486.67","150.26"
"01/01/2025 09:30:00 - 01/01/2025 09:45:00","BZN|HU","494.85","540.18","542.10","171.91"
"01/01/2025 09:45:00 - 01/01/2025 10:00:00","BZN|HU","554.33","602.11","607.24","197.03"
"01/01/2025 10:00:00 - 01/01/2025 10:15:00","BZN|HU","606.47","655.17","695.24","223.42"
"01/01/2025 10:15:00 - 01/01/2025 10:30:00","BZN|HU","649.08","699.14","721.87","229.29"
"01/01/2025 10:30:00 - 01/01/2025 10:45:00","BZN|HU","681.96","750.22","748.39","265.19"
"01/01/2025 10:45:00 - 01/01/2025 11:00:00","BZN|HU","704.99","777.61","775.62","279.64"
"01/01/2025 11:00:00 - 01/01/2025 11:15:00","BZN|HU","718.02","794.58","800.58","302.23"
"01/01/2025 11:15:00 - 01/01/2025 11:30:00","BZN|HU","729.93","809.32","809.94","318.23"
"01/01/2025 11:30:00 - 01/01/2025 11:45:00","BZN|HU","740.75","824.64","822.14","323.10"
"01/01/2025 11:45:00 - 01/01/2025 12:00:00","BZN|HU","750.50","839.72","836.57","323.83"
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|HU","759.09","853.99","857.48","325.09"
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|HU","757.72","853.76","851.48","316.10"
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|HU","746.24","838.58","836.50","306.98"
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|HU","724.50","813.15","810.85","292.85"
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|HU","692.42","774.56","767.68","272.45"
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|HU","650.38","722.91","726.06","251.57"
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|HU","598.38","661.01","666.76","231.58"
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|HU","536.42","589.05","584.35","209.31"
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|HU","464.71","506.70","433.96","183.93"
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|HU","389.52","421.10","375.79","155.10"
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|HU","312.77","312.62","311.01","127.13"
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|HU","238.93","237.87","235.66","97.77"
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|HU","172.81","176.37","137.89","69.06"
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|HU","115.29","120.55","105.40","43.52"
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|HU","70.61","73.47","73.35","20.85"
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|HU","63.95","74.98","74.96","6.00"
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|HU","4.39","4.52","1.81","0.66"
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|HU","0.00","0.00","0.00","0.06"
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|HU","0.00","0.00","0.00","0.05"
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|HU","0.00","0.00","0.00","2.65"
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|HU","0.00","0.00","0.00","0.72"
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|HU","0.00","0.00","0.00","2.28"
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|HU","14.49","15.69","14.22","0.04"
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|HU","22.45","24.13","23.22","1.00"
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|HU","37.33","46.16","41.88","11.58"
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|HU","76.98","95.13","83.20","43.68"
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|HU","133.98","169.94","176.21","102.85"
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|HU","219.80","282.22","262.16","181.43"
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|HU","331.20","373.59","370.73","282.06"
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|HU","463.22","520.00","514.41","399.67"
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|HU","608.22","680.05","756.64","536.51"
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|HU","749.17","830.10","849.84","668.83"
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|HU","881.79","954.08","952.75","781.21"
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|HU","1003.91","1074.28","1072.95","889.62"
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|HU","1114.28","1177.73","1225.47","989.19"
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|HU","1207.15","1262.96","1280.20","1093.92"
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|HU","1281.66","1329.75","1327.37","1141.05"
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|HU","1337.08","1378.16","1375.23","1198.52"
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|HU","1372.71","1407.37","1418.60","1259.13"
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|HU","1396.87","1424.42","1423.48","1289.00"
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|HU","1409.61","1427.27","1424.68","1318.02"
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|HU","1410.98","1422.75","1419.27","1284.19"
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|HU","1400.98","1407.68","1394.20","1253.24"
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|HU","1373.68","1375.54","1364.49","1230.71"
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|HU","1329.30","1324.12","1320.17","1150.34"
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|HU","1268.17","1261.38","1255.07","1112.89"
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|HU","1190.68","1183.51","1121.21","1105.48"
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|HU","1098.91","1088.77","1046.39","1035.12"
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|HU","993.58","981.08","948.80","946.56"
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|HU","875.30","870.07","818.49","847.91"
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|HU","744.89","750.32","596.89","732.85"
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|HU","612.21","623.66","513.02","631.11"
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|HU","480.63","425.83","420.42","533.06"
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|HU","356.65","321.28","312.04","381.80"
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|HU","248.30","237.14","172.04","271.86"
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|HU","159.20","161.64","130.04","168.95"
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|HU","93.43","90.01","89.94","89.95"
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|HU","70.22","66.45","66.43","32.94"
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|HU","10.88","10.54","4.42","4.84"
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|HU","0.00","0.00","0.00","6.16"
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|HU","0.00","0.00","0.00","6.42"
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|HU","0.00","0.00","0.00","6.25"
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|HU","0.00","0.00","0.00","0.26"
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|HU","0.00","0.00","0.00","0.75"
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|HU","0.00","0.00","0.00","2.28"
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|HU","0.00","0.00","0.00","0.36"
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|HU","0.00","0.00","0.00","0.05"
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|HU","0.00","0.00","0.00","0.04"
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|HU","0.00","0.00","0.00","0.01"
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|HU","0.00","0.00","0.00","0.01"
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|HU","0.00","0.00","0.00","0.01"
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|HU","0.00","0.00","0.00","0.01"
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|HU","0.00","0.00","0.00","0.02"
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|HU","0.00","0.00","0.00","0.04"
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|HU","0.00","0.00","0.00","0.15"
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|HU","0.00","0.00","0.00","0.26"
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|HU","0.00","0.00","0.00","0.21"
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|HU","0.00","0.00","0.00","0.03"
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|HU","5.91","6.85","7.37","0.04"
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|HU","17.60","19.51","18.01","0.02"
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|HU","29.94","30.52","31.70","0.38"
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|HU","58.84","59.68","62.34","7.10"
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|HU","98.33","99.23","123.85","23.68"
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|HU","151.45","154.23","173.25","49.66"
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|HU","215.19","238.41","239.32","84.25"
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|HU","285.77","324.14","325.90","114.71"
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|HU","357.37","415.38","471.51","150.72"
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|HU","429.95","506.66","531.01","214.61"
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|HU","501.59","598.64","599.89","283.47"
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|HU","571.84","682.36","683.06","368.22"
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|HU","640.84","760.80","805.15","460.17"
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|HU","706.06","833.71","849.90","547.21"
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|HU","767.15","903.03","900.39","624.96"
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|HU","823.71","967.44","960.22","726.66"
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|HU","875.49","1026.97","1045.55","804.37"
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|HU","925.70","1081.50","1077.33","931.90"
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|HU","973.97","1117.31","1114.23","1009.59"
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|HU","1019.81","1167.19","1159.09","1094.24"
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|HU","1062.54","1214.83","1226.63","1279.60"
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|HU","1084.38","1236.76","1228.06","1342.56"
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|HU","1084.75","1216.83","1214.76","1383.85"
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|HU","1063.11","1191.64","1185.85","1404.87"
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|HU","1018.97","1143.27","1107.70","1396.66"
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|HU","954.60","1068.81","1041.71","1362.12"
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|HU","870.65","960.42","947.67","1344.55"
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|HU","768.09","843.92","817.42","1249.03"
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|HU","648.24","709.27","580.91","1098.58"
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|HU","528.17","574.87","494.04","952.04"
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|HU","411.39","401.64","400.17","797.77"
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|HU","303.65","294.41","292.17","626.22"
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|HU","211.94","210.42","157.50","436.02"
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|HU","136.85","139.19","118.93","268.74"
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|HU","81.39","82.39","82.20","132.63"
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|HU","60.28","61.06","60.95","48.80"
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|HU","9.51","9.44","3.94","10.92"
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|HU","0.00","0.00","0.00","0.79"
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|HU","0.00","0.00","0.00","0.05"
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|HU","0.00","0.00","0.00","0.03"
