"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"03/01/2024 09:00 - 03/01/2024 10:00","BZN|PL","22945.03","23093.00"
"03/01/2024 10:00 - 03/01/2024 11:00","BZN|PL","22851.88","23234.00"
"03/01/2024 11:00 - 03/01/2024 12:00","BZN|PL","22971.25","23460.00"
"03/01/2024 12:00 - 03/01/2024 13:00","BZN|PL","23051.85","23486.00"
"03/01/2024 13:00 - 03/01/2024 14:00","BZN|PL","23236.16","23836.00"
"03/01/2024 14:00 - 03/01/2024 15:00","BZN|PL","22836.10","23421.00"
"03/01/2024 15:00 - 03/01/2024 16:00","BZN|PL","22938.15","23851.00"
"03/01/2024 16:00 - 03/01/2024 17:00","BZN|PL","23417.26","24279.00"
"03/01/2024 17:00 - 03/01/2024 18:00","BZN|PL","23485.86","24181.00"
"03/01/2024 18:00 - 03/01/2024 19:00","BZN|PL","23186.05","23784.00"
"03/01/2024 19:00 - 03/01/2024 20:00","BZN|PL","22943.71","23633.00"
"03/01/2024 20:00 - 03/01/2024 21:00","BZN|PL","22288.00","23084.00"
"03/01/2024 21:00 - 03/01/2024 22:00","BZN|PL","20909.44","21941.00"
"03/01/2024 22:00 - 03/01/2024 23:00","BZN|PL","19363.14","20304.00"
"03/01/2024 23:00 - 04/01/2024 00:00","BZN|PL","17998.23","18970.00"
"04/01/2024 00:00 - 04/01/2024 01:00","BZN|PL","16907.54","16729.00"
"04/01/2024 01:00 - 04/01/2024 02:00","BZN|PL","16427.41","15988.00"
"04/01/2024 02:00 - 04/01/2024 03:00","BZN|PL","16057.21","15696.00"
"04/01/2024 03:00 - 04/01/2024 04:00","BZN|PL","15975.88","15754.00"
"04/01/2024 04:00 - 04/01/2024 05:00","BZN|PL","16398.95","16310.00"
"04/01/2024 05:00 - 04/01/2024 06:00","BZN|PL","17352.09","17715.00"
"04/01/2024 06:00 - 04/01/2024 07:00","BZN|PL","19853.71","20669.00"
"04/01/2024 07:00 - 04/01/2024 08:00","BZN|PL","21717.13","21861.00"
"04/01/2024 08:00 - 04/01/2024 09:00","BZN|PL","22639.31","22819.00"
"04/01/2024 09:00 - 04/01/2024 10:00","BZN|PL","23016.85","22818.00"
"04/01/2024 10:00 - 04/01/2024 11:00","BZN|PL","22916.59","22912.00"
"04/01/2024 11:00 - 04/01/2024 12:00","BZN|PL","23326.10","22872.00"
"04/01/2024 12:00 - 04/01/2024 13:00","BZN|PL","23689.80","22992.00"
"04/01/2024 13:00 - 04/01/2024 14:00","BZN|PL","23623.86","23307.00"
"04/01/2024 14:00 - 04/01/2024 15:00","BZN|PL","23233.79","22972.00"
"04/01/2024 15:00 - 04/01/2024 16:00","BZN|PL","23291.08","23285.00"
"04/01/2024 16:00 - 04/01/2024 17:00","BZN|PL","23935.35","23563.00"
"04/01/2024 17:00 - 04/01/2024 18:00","BZN|PL","23875.85","23554.00"
"04/01/2024 18:00 - 04/01/2024 19:00","BZN|PL","23715.58","23158.00"
"04/01/2024 19:00 - 04/01/2024 20:00","BZN|PL","23559.23","23071.00"
"04/01/2024 20:00 - 04/01/2024 21:00","BZN|PL","22962.23","22533.00"
"04/01/2024 21:00 - 04/01/2024 22:00","BZN|PL","21606.09","21350.00"
"04/01/2024 22:00 - 04/01/2024 23:00","BZN|PL","20054.36","19774.00"
"04/01/2024 23:00 - 05/01/2024 00:00","BZN|PL","18834.28","18446.00"
"05/01/2024 00:00 - 05/01/2024 01:00","BZN|PL","17901.84","16910.00"
"05/01/2024 01:00 - 05/01/2024 02:00","BZN|PL","17342.60","16196.00"
"05/01/2024 02:00 - 05/01/2024 03:00","BZN|PL","17122.98","15940.00"
"05/01/2024 03:00 - 05/01/2024 04:00","BZN|PL","17094.04","16028.00"
"05/01/2024 04:00 - 05/01/2024 05:00","BZN|PL","17568.15","16609.00"
"05/01/2024 05:00 - 05/01/2024 06:00","BZN|PL","18417.95","18240.00"
"05/01/2024 06:00 - 05/01/2024 07:00","BZN|PL","20979.93","21214.00"
"05/01/2024 07:00 - 05/01/2024 08:00","BZN|PL","22927.33","22281.00"
"05/01/2024 08:00 - 05/01/2024 09:00","BZN|PL","23809.83","23195.00"
"05/01/2024 09:00 - 05/01/2024 10:00","BZN|PL","24292.86","23116.00"
"05/01/2024 10:00 - 05/01/2024 11:00","BZN|PL","24179.21","22855.00"
"05/01/2024 11:00 - 05/01/2024 12:00","BZN|PL","24299.75","22837.00"
"05/01/2024 12:00 - 05/01/2024 13:00","BZN|PL","24515.96","22961.00"
"05/01/2024 13:00 - 05/01/2024 14:00","BZN|PL","24288.04","23297.00"
"05/01/2024 14:00 - 05/01/2024 15:00","BZN|PL","23948.64","22901.00"
"05/01/2024 15:00 - 05/01/2024 16:00","BZN|PL","23897.61","23269.00"
"05/01/2024 16:00 - 05/01/2024 17:00","BZN|PL","24524.25","23959.00"
"05/01/2024 17:00 - 05/01/2024 18:00","BZN|PL","24445.23","23946.00"
"05/01/2024 18:00 - 05/01/2024 19:00","BZN|PL","24032.44","23537.00"
"05/01/2024 19:00 - 05/01/2024 20:00","BZN|PL","23672.94","23427.00"
"05/01/2024 20:00 - 05/01/2024 21:00","BZN|PL","23064.36","22867.00"
"05/01/2024 21:00 - 05/01/2024 22:00","BZN|PL","21729.34","21664.00"
"05/01/2024 22:00 - 05/01/2024 23:00","BZN|PL","20425.50","20063.00"
"05/01/2024 23:00 - 06/01/2024 00:00","BZN|PL","19165.24","18716.00"
"06/01/2024 00:00 - 06/01/2024 01:00","BZN|PL","17940.55","17699.00"
"06/01/2024 01:00 - 06/01/2024 02:00","BZN|PL","17201.51","16946.00"
"06/01/2024 02:00 - 06/01/2024 03:00","BZN|PL","16715.54","16347.00"
"06/01/2024 03:00 - 06/01/2024 04:00","BZN|PL","16506.30","15996.00"
"06/01/2024 04:00 - 06/01/2024 05:00","BZN|PL","16333.23","15945.00"
"06/01/2024 05:00 - 06/01/2024 06:00","BZN|PL","16207.03","15746.00"
"06/01/2024 06:00 - 06/01/2024 07:00","BZN|PL","16461.60","15951.00"
"06/01/2024 07:00 - 06/01/2024 08:00","BZN|PL","16823.09","16305.00"
"06/01/2024 08:00 - 06/01/2024 09:00","BZN|PL","17794.28","17236.00"
"06/01/2024 09:00 - 06/01/2024 10:00","BZN|PL","18937.89","18142.00"
"06/01/2024 10:00 - 06/01/2024 11:00","BZN|PL","19799.19","18759.00"
"06/01/2024 11:00 - 06/01/2024 12:00","BZN|PL","20271.70","18989.00"
"06/01/2024 12:00 - 06/01/2024 13:00","BZN|PL","20459.01","19137.00"
"06/01/2024 13:00 - 06/01/2024 14:00","BZN|PL","20591.33","19247.00"
"06/01/2024 14:00 - 06/01/2024 15:00","BZN|PL","20406.53","19022.00"
"06/01/2024 15:00 - 06/01/2024 16:00","BZN|PL","20183.90","19342.00"
"06/01/2024 16:00 - 06/01/2024 17:00","BZN|PL","20592.50","19927.00"
"06/01/2024 17:00 - 06/01/2024 18:00","BZN|PL","20455.33","19919.00"
"06/01/2024 18:00 - 06/01/2024 19:00","BZN|PL","20209.30","19913.00"
"06/01/2024 19:00 - 06/01/2024 20:00","BZN|PL","19959.93","19910.00"
"06/01/2024 20:00 - 06/01/2024 21:00","BZN|PL","19586.19","19460.00"
"06/01/2024 21:00 - 06/01/2024 22:00","BZN|PL","18765.53","18815.00"
"06/01/2024 22:00 - 06/01/2024 23:00","BZN|PL","18062.56","18125.00"
"06/01/2024 23:00 - 07/01/2024 00:00","BZN|PL","17040.29","17235.00"
"07/01/2024 00:00 - 07/01/2024 01:00","BZN|PL","16326.33","17190.40"
"07/01/2024 01:00 - 07/01/2024 02:00","BZN|PL","15637.14","16685.30"
"07/01/2024 02:00 - 07/01/2024 03:00","BZN|PL","15471.81","16423.90"
"07/01/2024 03:00 - 07/01/2024 04:00","BZN|PL","15362.16","16393.10"
"07/01/2024 04:00 - 07/01/2024 05:00","BZN|PL","15476.10","16405.40"
"07/01/2024 05:00 - 07/01/2024 06:00","BZN|PL","15632.50","16566.60"
"07/01/2024 06:00 - 07/01/2024 07:00","BZN|PL","16278.88","17012.10"
"07/01/2024 07:00 - 07/01/2024 08:00","BZN|PL","16819.44","17503.10"
"07/01/2024 08:00 - 07/01/2024 09:00","BZN|PL","17611.90","18319.30"
"07/01/2024 09:00 - 07/01/2024 10:00","BZN|PL","18909.06","19562.70"
"07/01/2024 10:00 - 07/01/2024 11:00","BZN|PL","19807.06","20534.40"
"07/01/2024 11:00 - 07/01/2024 12:00","BZN|PL","20460.04","21083.20"
"07/01/2024 12:00 - 07/01/2024 13:00","BZN|PL","20700.50","21385.10"
"07/01/2024 13:00 - 07/01/2024 14:00","BZN|PL","20968.64","21554.30"
"07/01/2024 14:00 - 07/01/2024 15:00","BZN|PL","20648.94","21258.70"
"07/01/2024 15:00 - 07/01/2024 16:00","BZN|PL","20467.19","20996.60"
"07/01/2024 16:00 - 07/01/2024 17:00","BZN|PL","21024.78","21641.20"
"07/01/2024 17:00 - 07/01/2024 18:00","BZN|PL","21256.45","22063.50"
"07/01/2024 18:00 - 07/01/2024 19:00","BZN|PL","21489.73","22067.10"
"07/01/2024 19:00 - 07/01/2024 20:00","BZN|PL","21570.24","22065.90"
"07/01/2024 20:00 - 07/01/2024 21:00","BZN|PL","21186.28","21624.70"
"07/01/2024 21:00 - 07/01/2024 22:00","BZN|PL","20235.15","20716.80"
"07/01/2024 22:00 - 07/01/2024 23:00","BZN|PL","19440.85","19969.10"
"07/01/2024 23:00 - 08/01/2024 00:00","BZN|PL","18291.25","18979.40"
"08/01/2024 00:00 - 08/01/2024 01:00","BZN|PL","17483.80","17718.00"
"08/01/2024 01:00 - 08/01/2024 02:00","BZN|PL","17180.40","17365.00"
"08/01/2024 02:00 - 08/01/2024 03:00","BZN|PL","16919.06","17113.00"
"08/01/2024 03:00 - 08/01/2024 04:00","BZN|PL","17042.48","17314.00"
"08/01/2024 04:00 - 08/01/2024 05:00","BZN|PL","17597.88","17966.00"
"08/01/2024 05:00 - 08/01/2024 06:00","BZN|PL","18830.34","19973.00"
"08/01/2024 06:00 - 08/01/2024 07:00","BZN|PL","22134.63","23632.00"
"08/01/2024 07:00 - 08/01/2024 08:00","BZN|PL","24657.86","25039.00"
"08/01/2024 08:00 - 08/01/2024 09:00","BZN|PL","25977.09","26047.00"
"08/01/2024 09:00 - 08/01/2024 10:00","BZN|PL","26662.08","25937.00"
"08/01/2024 10:00 - 08/01/2024 11:00","BZN|PL","26831.44","25842.00"
"08/01/2024 11:00 - 08/01/2024 12:00","BZN|PL","27030.48","25759.00"
"08/01/2024 12:00 - 08/01/2024 13:00","BZN|PL","26985.23","25925.00"
"08/01/2024 13:00 - 08/01/2024 14:00","BZN|PL","26929.88","26171.00"
"08/01/2024 14:00 - 08/01/2024 15:00","BZN|PL","26535.70","25771.00"
"08/01/2024 15:00 - 08/01/2024 16:00","BZN|PL","26455.20","25837.00"
"08/01/2024 16:00 - 08/01/2024 17:00","BZN|PL","27079.70","26647.00"
"08/01/2024 17:00 - 08/01/2024 18:00","BZN|PL","27106.36","26654.00"
"08/01/2024 18:00 - 08/01/2024 19:00","BZN|PL","26693.64","26221.00"
"08/01/2024 19:00 - 08/01/2024 20:00","BZN|PL","26546.28","26191.00"
"08/01/2024 20:00 - 08/01/2024 21:00","BZN|PL","26007.04","25760.00"
"08/01/2024 21:00 - 08/01/2024 22:00","BZN|PL","24546.79","24426.00"
"08/01/2024 22:00 - 08/01/2024 23:00","BZN|PL","23090.61","22788.00"
"08/01/2024 23:00 - 09/01/2024 00:00","BZN|PL","21709.08","21496.00"
"09/01/2024 00:00 - 09/01/2024 01:00","BZN|PL","20706.08","20897.30"
"09/01/2024 01:00 - 09/01/2024 02:00","BZN|PL","20273.75","20336.75"
"09/01/2024 02:00 - 09/01/2024 03:00","BZN|PL","20007.35","19909.75"
"09/01/2024 03:00 - 09/01/2024 04:00","BZN|PL","19947.23","19967.90"
"09/01/2024 04:00 - 09/01/2024 05:00","BZN|PL","20348.21","20308.03"
"09/01/2024 05:00 - 09/01/2024 06:00","BZN|PL","21300.30","21137.55"
"09/01/2024 06:00 - 09/01/2024 07:00","BZN|PL","24175.84","24153.53"
"09/01/2024 07:00 - 09/01/2024 08:00","BZN|PL","26406.23","26075.68"
"09/01/2024 08:00 - 09/01/2024 09:00","BZN|PL","27561.59","27502.88"
"09/01/2024 09:00 - 09/01/2024 10:00","BZN|PL","28271.50","26112.00"
"09/01/2024 10:00 - 09/01/2024 11:00","BZN|PL","28303.88","25879.00"
"09/01/2024 11:00 - 09/01/2024 12:00","BZN|PL","28049.56","25804.00"
"09/01/2024 12:00 - 09/01/2024 13:00","BZN|PL","27796.15","25839.00"
"09/01/2024 13:00 - 09/01/2024 14:00","BZN|PL","27664.43","26113.00"
"09/01/2024 14:00 - 09/01/2024 15:00","BZN|PL","26987.15","25781.00"
"09/01/2024 15:00 - 09/01/2024 16:00","BZN|PL","26769.23","26050.00"
"09/01/2024 16:00 - 09/01/2024 17:00","BZN|PL","27442.20","26715.00"
"09/01/2024 17:00 - 09/01/2024 18:00","BZN|PL","27610.11","26705.00"
"09/01/2024 18:00 - 09/01/2024 19:00","BZN|PL","27336.86","26299.00"
"09/01/2024 19:00 - 09/01/2024 20:00","BZN|PL","27115.96","26142.00"
"09/01/2024 20:00 - 09/01/2024 21:00","BZN|PL","26573.20","25635.00"
"09/01/2024 21:00 - 09/01/2024 22:00","BZN|PL","24968.23","24430.00"
"09/01/2024 22:00 - 09/01/2024 23:00","BZN|PL","23410.43","22724.00"
"09/01/2024 23:00 - 10/01/2024 00:00","BZN|PL","21910.70","21468.00"
"10/01/2024 00:00 - 10/01/2024 01:00","BZN|PL","20830.66","20376.00"
"10/01/2024 01:00 - 10/01/2024 02:00","BZN|PL","20301.89","19873.00"
"10/01/2024 02:00 - 10/01/2024 03:00","BZN|PL","20091.35","19572.00"
"10/01/2024 03:00 - 10/01/2024 04:00","BZN|PL","20145.79","19620.00"
"10/01/2024 04:00 - 10/01/2024 05:00","BZN|PL","20592.38","20222.00"
"10/01/2024 05:00 - 10/01/2024 06:00","BZN|PL","21542.64","21526.00"
"10/01/2024 06:00 - 10/01/2024 07:00","BZN|PL","24493.65","24783.00"
"10/01/2024 07:00 - 10/01/2024 08:00","BZN|PL","26538.01","25882.00"
"10/01/2024 08:00 - 10/01/2024 09:00","BZN|PL","27582.71","26797.00"
"10/01/2024 09:00 - 10/01/2024 10:00","BZN|PL","28118.14","26885.00"
"10/01/2024 10:00 - 10/01/2024 11:00","BZN|PL","27983.74","26870.00"
"10/01/2024 11:00 - 10/01/2024 12:00","BZN|PL","27927.73","26808.00"
"10/01/2024 12:00 - 10/01/2024 13:00","BZN|PL","27685.40","26620.00"
"10/01/2024 13:00 - 10/01/2024 14:00","BZN|PL","27423.35","26792.00"
"10/01/2024 14:00 - 10/01/2024 15:00","BZN|PL","26824.01","26232.00"
"10/01/2024 15:00 - 10/01/2024 16:00","BZN|PL","26790.44","26372.00"
"10/01/2024 16:00 - 10/01/2024 17:00","BZN|PL","27384.54","26865.00"
"10/01/2024 17:00 - 10/01/2024 18:00","BZN|PL","27456.56","26848.00"
"10/01/2024 18:00 - 10/01/2024 19:00","BZN|PL","27136.40","26432.00"
"10/01/2024 19:00 - 10/01/2024 20:00","BZN|PL","26989.20","26266.00"
"10/01/2024 20:00 - 10/01/2024 21:00","BZN|PL","26167.33","25747.00"
"10/01/2024 21:00 - 10/01/2024 22:00","BZN|PL","24611.34","24519.00"
"10/01/2024 22:00 - 10/01/2024 23:00","BZN|PL","22920.00","22635.00"
"10/01/2024 23:00 - 11/01/2024 00:00","BZN|PL","21523.33","21350.00"
"11/01/2024 00:00 - 11/01/2024 01:00","BZN|PL","20543.56","20453.00"
"11/01/2024 01:00 - 11/01/2024 02:00","BZN|PL","20019.51","19582.00"
"11/01/2024 02:00 - 11/01/2024 03:00","BZN|PL","19752.26","19266.00"
"11/01/2024 03:00 - 11/01/2024 04:00","BZN|PL","19785.69","19302.00"
"11/01/2024 04:00 - 11/01/2024 05:00","BZN|PL","20182.41","19893.00"
"11/01/2024 05:00 - 11/01/2024 06:00","BZN|PL","21080.16","21289.00"
"11/01/2024 06:00 - 11/01/2024 07:00","BZN|PL","23842.93","24535.00"
"11/01/2024 07:00 - 11/01/2024 08:00","BZN|PL","25809.89","25780.00"
"11/01/2024 08:00 - 11/01/2024 09:00","BZN|PL","26795.48","26727.00"
"11/01/2024 09:00 - 11/01/2024 10:00","BZN|PL","27366.25","26939.00"
"11/01/2024 10:00 - 11/01/2024 11:00","BZN|PL","27464.09","27076.00"
"11/01/2024 11:00 - 11/01/2024 12:00","BZN|PL","27557.85","27157.00"
"11/01/2024 12:00 - 11/01/2024 13:00","BZN|PL","27569.46","27249.00"
"11/01/2024 13:00 - 11/01/2024 14:00","BZN|PL","27337.03","27313.00"
"11/01/2024 14:00 - 11/01/2024 15:00","BZN|PL","26726.24","26454.00"
"11/01/2024 15:00 - 11/01/2024 16:00","BZN|PL","26457.73","26416.00"
"11/01/2024 16:00 - 11/01/2024 17:00","BZN|PL","26960.74","26824.00"
"11/01/2024 17:00 - 11/01/2024 18:00","BZN|PL","26888.41","26588.00"
"11/01/2024 18:00 - 11/01/2024 19:00","BZN|PL","26504.01","26169.00"
"11/01/2024 19:00 - 11/01/2024 20:00","BZN|PL","26297.03","26061.00"
"11/01/2024 20:00 - 11/01/2024 21:00","BZN|PL","25589.60","25606.00"
"11/01/2024 21:00 - 11/01/2024 22:00","BZN|PL","23947.51","24450.00"
"11/01/2024 22:00 - 11/01/2024 23:00","BZN|PL","22192.66","22643.00"
"11/01/2024 23:00 - 12/01/2024 00:00","BZN|PL","20877.89","21430.00"
"12/01/2024 00:00 - 12/01/2024 01:00","BZN|PL","19765.88","20567.00"
"12/01/2024 01:00 - 12/01/2024 02:00","BZN|PL","19273.31","19942.00"
"12/01/2024 02:00 - 12/01/2024 03:00","BZN|PL","19031.65","19661.00"
"12/01/2024 03:00 - 12/01/2024 04:00","BZN|PL","19061.00","19726.00"
"12/01/2024 04:00 - 12/01/2024 05:00","BZN|PL","19514.09","20335.00"
"12/01/2024 05:00 - 12/01/2024 06:00","BZN|PL","20517.35","21736.00"
"12/01/2024 06:00 - 12/01/2024 07:00","BZN|PL","23333.30","24774.00"
"12/01/2024 07:00 - 12/01/2024 08:00","BZN|PL","25281.96","26145.00"
"12/01/2024 08:00 - 12/01/2024 09:00","BZN|PL","26278.38","27089.00"
"12/01/2024 09:00 - 12/01/2024 10:00","BZN|PL","26765.10","27211.00"
"12/01/2024 10:00 - 12/01/2024 11:00","BZN|PL","26899.76","26993.00"
"12/01/2024 11:00 - 12/01/2024 12:00","BZN|PL","26983.80","26904.00"
"12/01/2024 12:00 - 12/01/2024 13:00","BZN|PL","26790.55","26693.00"
"12/01/2024 13:00 - 12/01/2024 14:00","BZN|PL","26810.94","26861.00"
"12/01/2024 14:00 - 12/01/2024 15:00","BZN|PL","26240.38","25999.00"
"12/01/2024 15:00 - 12/01/2024 16:00","BZN|PL","25987.73","25760.00"
"12/01/2024 16:00 - 12/01/2024 17:00","BZN|PL","26376.58","26540.00"
"12/01/2024 17:00 - 12/01/2024 18:00","BZN|PL","26454.11","26354.00"
"12/01/2024 18:00 - 12/01/2024 19:00","BZN|PL","26028.08","25880.00"
"12/01/2024 19:00 - 12/01/2024 20:00","BZN|PL","25583.23","25719.00"
"12/01/2024 20:00 - 12/01/2024 21:00","BZN|PL","24816.21","25217.00"
"12/01/2024 21:00 - 12/01/2024 22:00","BZN|PL","23374.53","23925.00"
"12/01/2024 22:00 - 12/01/2024 23:00","BZN|PL","21843.83","22038.00"
"12/01/2024 23:00 - 13/01/2024 00:00","BZN|PL","20606.83","20810.00"
"13/01/2024 00:00 - 13/01/2024 01:00","BZN|PL","19526.71","19588.00"
"13/01/2024 01:00 - 13/01/2024 02:00","BZN|PL","18702.61","18865.00"
"13/01/2024 02:00 - 13/01/2024 03:00","BZN|PL","18261.54","18245.00"
"13/01/2024 03:00 - 13/01/2024 04:00","BZN|PL","18137.06","18025.00"
"13/01/2024 04:00 - 13/01/2024 05:00","BZN|PL","18265.51","18206.00"
"13/01/2024 05:00 - 13/01/2024 06:00","BZN|PL","18437.29","18486.00"
"13/01/2024 06:00 - 13/01/2024 07:00","BZN|PL","19301.84","19599.00"
"13/01/2024 07:00 - 13/01/2024 08:00","BZN|PL","20307.96","20397.00"
"13/01/2024 08:00 - 13/01/2024 09:00","BZN|PL","21531.21","21673.00"
"13/01/2024 09:00 - 13/01/2024 10:00","BZN|PL","22796.59","22221.00"
"13/01/2024 10:00 - 13/01/2024 11:00","BZN|PL","23506.99","22506.00"
"13/01/2024 11:00 - 13/01/2024 12:00","BZN|PL","23785.06","22507.00"
"13/01/2024 12:00 - 13/01/2024 13:00","BZN|PL","23896.44","22285.00"
"13/01/2024 13:00 - 13/01/2024 14:00","BZN|PL","23825.36","22266.00"
"13/01/2024 14:00 - 13/01/2024 15:00","BZN|PL","23154.50","21496.00"
"13/01/2024 15:00 - 13/01/2024 16:00","BZN|PL","22834.24","21274.00"
"13/01/2024 16:00 - 13/01/2024 17:00","BZN|PL","23249.60","21940.00"
"13/01/2024 17:00 - 13/01/2024 18:00","BZN|PL","23127.41","21904.00"
"13/01/2024 18:00 - 13/01/2024 19:00","BZN|PL","22841.28","21628.00"
"13/01/2024 19:00 - 13/01/2024 20:00","BZN|PL","22400.01","21412.00"
"13/01/2024 20:00 - 13/01/2024 21:00","BZN|PL","21845.81","20803.00"
"13/01/2024 21:00 - 13/01/2024 22:00","BZN|PL","20744.21","19801.00"
"13/01/2024 22:00 - 13/01/2024 23:00","BZN|PL","19549.16","18601.00"
"13/01/2024 23:00 - 14/01/2024 00:00","BZN|PL","18385.23","17651.00"
"14/01/2024 00:00 - 14/01/2024 01:00","BZN|PL","17352.64","16451.00"
"14/01/2024 01:00 - 14/01/2024 02:00","BZN|PL","16714.93","15751.00"
"14/01/2024 02:00 - 14/01/2024 03:00","BZN|PL","16311.25","15301.00"
"14/01/2024 03:00 - 14/01/2024 04:00","BZN|PL","16109.48","15101.00"
"14/01/2024 04:00 - 14/01/2024 05:00","BZN|PL","16141.58","15211.00"
"14/01/2024 05:00 - 14/01/2024 06:00","BZN|PL","16223.59","15423.00"
"14/01/2024 06:00 - 14/01/2024 07:00","BZN|PL","16679.13","15935.00"
"14/01/2024 07:00 - 14/01/2024 08:00","BZN|PL","17254.40","16299.00"
"14/01/2024 08:00 - 14/01/2024 09:00","BZN|PL","18013.76","17538.00"
"14/01/2024 09:00 - 14/01/2024 10:00","BZN|PL","19215.24","18411.00"
"14/01/2024 10:00 - 14/01/2024 11:00","BZN|PL","20084.03","19171.00"
