"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2026 21:30:00 - 01/01/2026 21:45:00","BZN|HU","Without Sequence","88.00","",""
"01/01/2026 21:45:00 - 01/01/2026 22:00:00","BZN|HU","Without Sequence","69.55","",""
"01/01/2026 22:00:00 - 01/01/2026 22:15:00","BZN|HU","Without Sequence","108.29","",""
"01/01/2026 22:15:00 - 01/01/2026 22:30:00","BZN|HU","Without Sequence","81.93","",""
"01/01/2026 22:30:00 - 01/01/2026 22:45:00","BZN|HU","Without Sequence","72.01","",""
"01/01/2026 22:45:00 - 01/01/2026 23:00:00","BZN|HU","Without Sequence","63.84","",""
"01/01/2026 23:00:00 - 01/01/2026 23:15:00","BZN|HU","Without Sequence","94.30","",""
"01/01/2026 23:15:00 - 01/01/2026 23:30:00","BZN|HU","Without Sequence","53.32","",""
"01/01/2026 23:30:00 - 01/01/2026 23:45:00","BZN|HU","Without Sequence","54.68","",""
"01/01/2026 23:45:00 - 02/01/2026 00:00:00","BZN|HU","Without Sequence","42.29","",""
"02/01/2026 00:00:00 - 02/01/2026 00:15:00","BZN|HU","Without Sequence","97.41","",""
"02/01/2026 00:15:00 - 02/01/2026 00:30:00","BZN|HU","Without Sequence","81.15","",""
"02/01/2026 00:30:00 - 02/01/2026 00:45:00","BZN|HU","Without Sequence","52.46","",""
"02/01/2026 00:45:00 - 02/01/2026 01:00:00","BZN|HU","Without Sequence","17.43","",""
"02/01/2026 01:00:00 - 02/01/2026 01:15:00","BZN|HU","Without Sequence","67.64","",""
"02/01/2026 01:15:00 - 02/01/2026 01:30:00","BZN|HU","Without Sequence","38.73","",""
"02/01/2026 01:30:00 - 02/01/2026 01:45:00","BZN|HU","Without Sequence","53.09","",""
"02/01/2026 01:45:00 - 02/01/2026 02:00:00","BZN|HU","Without Sequence","29.19","",""
"02/01/2026 02:00:00 - 02/01/2026 02:15:00","BZN|HU","Without Sequence","43.12","",""
"02/01/2026 02:15:00 - 02/01/2026 02:30:00","BZN|HU","Without Sequence","44.94","",""
"02/01/2026 02:30:00 - 02/01/2026 02:45:00","BZN|HU","Without Sequence","36.12","",""
"02/01/2026 02:45:00 - 02/01/2026 03:00:00","BZN|HU","Without Sequence","22.31","",""
"02/01/2026 03:00:00 - 02/01/2026 03:15:00","BZN|HU","Without Sequence","28.63","",""
"02/01/2026 03:15:00 - 02/01/2026 03:30:00","BZN|HU","Without Sequence","40.67","",""
"02/01/2026 03:30:00 - 02/01/2026 03:45:00","BZN|HU","Without Sequence","31.04","",""
"02/01/2026 03:45:00 - 02/01/2026 04:00:00","BZN|HU","Without Sequence","20.46","",""
"02/01/2026 04:00:00 - 02/01/2026 04:15:00","BZN|HU","Without Sequence","27.10","",""
"02/01/2026 04:15:00 - 02/01/2026 04:30:00","BZN|HU","Without Sequence","32.07","",""
"02/01/2026 04:30:00 - 02/01/2026 04:45:00","BZN|HU","Without Sequence","53.56","",""
"02/01/2026 04:45:00 - 02/01/2026 05:00:00","BZN|HU","Without Sequence","29.62","",""
"02/01/2026 05:00:00 - 02/01/2026 05:15:00","BZN|HU","Without Sequence","29.72","",""
"02/01/2026 05:15:00 - 02/01/2026 05:30:00","BZN|HU","Without Sequence","65.57","",""
"02/01/2026 05:30:00 - 02/01/2026 05:45:00","BZN|HU","Without Sequence","67.65","",""
"02/01/2026 05:45:00 - 02/01/2026 06:00:00","BZN|HU","Without Sequence","100.20","",""
"02/01/2026 06:00:00 - 02/01/2026 06:15:00","BZN|HU","Without Sequence","18.28","",""
"02/01/2026 06:15:00 - 02/01/2026 06:30:00","BZN|HU","Without Sequence","82.14","",""
"02/01/2026 06:30:00 - 02/01/2026 06:45:00","BZN|HU","Without Sequence","100.00","",""
"02/01/2026 06:45:00 - 02/01/2026 07:00:00","BZN|HU","Without Sequence","121.25","",""
"02/01/2026 07:00:00 - 02/01/2026 07:15:00","BZN|HU","Without Sequence","91.95","",""
"02/01/2026 07:15:00 - 02/01/2026 07:30:00","BZN|HU","Without Sequence","106.17","",""
"02/01/2026 07:30:00 - 02/01/2026 07:45:00","BZN|HU","Without Sequence","105.37","",""
"02/01/2026 07:45:00 - 02/01/2026 08:00:00","BZN|HU","Without Sequence","105.29","",""
"02/01/2026 08:00:00 - 02/01/2026 08:15:00","BZN|HU","Without Sequence","99.99","",""
"02/01/2026 08:15:00 - 02/01/2026 08:30:00","BZN|HU","Without Sequence","99.99","",""
"02/01/2026 08:30:00 - 02/01/2026 08:45:00","BZN|HU","Without Sequence","99.99","",""
"02/01/2026 08:45:00 - 02/01/2026 09:00:00","BZN|HU","Without Sequence","88.19","",""
"02/01/2026 09:00:00 - 02/01/2026 09:15:00","BZN|HU","Without Sequence","101.85","",""
"02/01/2026 09:15:00 - 02/01/2026 09:30:00","BZN|HU","Without Sequence","96.00","",""
"02/01/2026 09:30:00 - 02/01/2026 09:45:00","BZN|HU","Without Sequence","87.09","",""
"02/01/2026 09:45:00 - 02/01/2026 10:00:00","BZN|HU","Without Sequence","81.35","",""
"02/01/2026 10:00:00 - 02/01/2026 10:15:00","BZN|HU","Without Sequence","95.03","",""
"02/01/2026 10:15:00 - 02/01/2026 10:30:00","BZN|HU","Without Sequence","86.77","",""
"02/01/2026 10:30:00 - 02/01/2026 10:45:00","BZN|HU","Without Sequence","82.42","",""
"02/01/2026 10:45:00 - 02/01/2026 11:00:00","BZN|HU","Without Sequence","80.46","",""
"02/01/2026 11:00:00 - 02/01/2026 11:15:00","BZN|HU","Without Sequence","88.93","",""
"02/01/2026 11:15:00 - 02/01/2026 11:30:00","BZN|HU","Without Sequence","85.89","",""
"02/01/2026 11:30:00 - 02/01/2026 11:45:00","BZN|HU","Without Sequence","83.64","",""
"02/01/2026 11:45:00 - 02/01/2026 12:00:00","BZN|HU","Without Sequence","81.80","",""
"02/01/2026 12:00:00 - 02/01/2026 12:15:00","BZN|HU","Without Sequence","81.88","",""
"02/01/2026 12:15:00 - 02/01/2026 12:30:00","BZN|HU","Without Sequence","81.05","",""
"02/01/2026 12:30:00 - 02/01/2026 12:45:00","BZN|HU","Without Sequence","80.92","",""
"02/01/2026 12:45:00 - 02/01/2026 13:00:00","BZN|HU","Without Sequence","80.94","",""
"02/01/2026 13:00:00 - 02/01/2026 13:15:00","BZN|HU","Without Sequence","78.69","",""
"02/01/2026 13:15:00 - 02/01/2026 13:30:00","BZN|HU","Without Sequence","81.54","",""
"02/01/2026 13:30:00 - 02/01/2026 13:45:00","BZN|HU","Without Sequence","84.52","",""
"02/01/2026 13:45:00 - 02/01/2026 14:00:00","BZN|HU","Without Sequence","104.11","",""
"02/01/2026 14:00:00 - 02/01/2026 14:15:00","BZN|HU","Without Sequence","82.12","",""
"02/01/2026 14:15:00 - 02/01/2026 14:30:00","BZN|HU","Without Sequence","86.04","",""
"02/01/2026 14:30:00 - 02/01/2026 14:45:00","BZN|HU","Without Sequence","99.80","",""
"02/01/2026 14:45:00 - 02/01/2026 15:00:00","BZN|HU","Without Sequence","106.99","",""
"02/01/2026 15:00:00 - 02/01/2026 15:15:00","BZN|HU","Without Sequence","92.51","",""
"02/01/2026 15:15:00 - 02/01/2026 15:30:00","BZN|HU","Without Sequence","99.50","",""
"02/01/2026 15:30:00 - 02/01/2026 15:45:00","BZN|HU","Without Sequence","111.99","",""
"02/01/2026 15:45:00 - 02/01/2026 16:00:00","BZN|HU","Without Sequence","124.51","",""
"02/01/2026 16:00:00 - 02/01/2026 16:15:00","BZN|HU","Without Sequence","111.27","",""
"02/01/2026 16:15:00 - 02/01/2026 16:30:00","BZN|HU","Without Sequence","124.14","",""
"02/01/2026 16:30:00 - 02/01/2026 16:45:00","BZN|HU","Without Sequence","118.69","",""
"02/01/2026 16:45:00 - 02/01/2026 17:00:00","BZN|HU","Without Sequence","119.19","",""
"02/01/2026 17:00:00 - 02/01/2026 17:15:00","BZN|HU","Without Sequence","129.42","",""
"02/01/2026 17:15:00 - 02/01/2026 17:30:00","BZN|HU","Without Sequence","117.30","",""
"02/01/2026 17:30:00 - 02/01/2026 17:45:00","BZN|HU","Without Sequence","116.03","",""
"02/01/2026 17:45:00 - 02/01/2026 18:00:00","BZN|HU","Without Sequence","115.63","",""
"02/01/2026 18:00:00 - 02/01/2026 18:15:00","BZN|HU","Without Sequence","116.87","",""
"02/01/2026 18:15:00 - 02/01/2026 18:30:00","BZN|HU","Without Sequence","122.29","",""
"02/01/2026 18:30:00 - 02/01/2026 18:45:00","BZN|HU","Without Sequence","114.58","",""
"02/01/2026 18:45:00 - 02/01/2026 19:00:00","BZN|HU","Without Sequence","115.13","",""
"02/01/2026 19:00:00 - 02/01/2026 19:15:00","BZN|HU","Without Sequence","118.00","",""
"02/01/2026 19:15:00 - 02/01/2026 19:30:00","BZN|HU","Without Sequence","121.18","",""
"02/01/2026 19:30:00 - 02/01/2026 19:45:00","BZN|HU","Without Sequence","121.31","",""
"02/01/2026 19:45:00 - 02/01/2026 20:00:00","BZN|HU","Without Sequence","116.49","",""
"02/01/2026 20:00:00 - 02/01/2026 20:15:00","BZN|HU","Without Sequence","125.37","",""
"02/01/2026 20:15:00 - 02/01/2026 20:30:00","BZN|HU","Without Sequence","117.57","",""
"02/01/2026 20:30:00 - 02/01/2026 20:45:00","BZN|HU","Without Sequence","116.37","",""
"02/01/2026 20:45:00 - 02/01/2026 21:00:00","BZN|HU","Without Sequence","104.80","",""
"02/01/2026 21:00:00 - 02/01/2026 21:15:00","BZN|HU","Without Sequence","118.00","",""
"02/01/2026 21:15:00 - 02/01/2026 21:30:00","BZN|HU","Without Sequence","104.84","",""
"02/01/2026 21:30:00 - 02/01/2026 21:45:00","BZN|HU","Without Sequence","101.85","",""
"02/01/2026 21:45:00 - 02/01/2026 22:00:00","BZN|HU","Without Sequence","92.68","",""
"02/01/2026 22:00:00 - 02/01/2026 22:15:00","BZN|HU","Without Sequence","104.72","",""
"02/01/2026 22:15:00 - 02/01/2026 22:30:00","BZN|HU","Without Sequence","97.97","",""
