"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|PL","2505.92","2256.80","1649.30","1733.20"
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|PL","3031.17","2755.65","2031.86","2242.69"
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|PL","3506.40","3231.44","2693.07","2675.41"
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|PL","3912.28","3661.07","3180.46","2995.24"
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|PL","4248.17","4049.53","3311.73","3185.84"
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|PL","4499.74","4359.71","3543.28","3586.51"
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|PL","4689.07","4638.58","3874.96","3858.51"
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|PL","4851.06","4881.97","4111.96","4044.00"
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|PL","5011.57","5039.88","4245.84","4239.66"
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|PL","5197.76","5227.07","4506.57","4340.81"
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|PL","5484.62","4529.32","4529.32","4466.48"
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|PL","5610.97","4755.84","4755.84","4729.76"
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|PL","5722.52","4865.58","4865.58","4840.05"
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|PL","5746.28","4880.12","4880.12","4819.96"
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|PL","5776.14","4877.36","4877.36","4843.15"
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|PL","5866.04","4865.29","4865.29","4918.86"
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|PL","5895.33","5027.90","5027.90","4936.69"
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|PL","5845.53","4949.76","4867.33","4940.54"
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|PL","5806.65","4924.56","4644.53","4812.05"
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|PL","5805.07","4914.68","4638.97","4936.40"
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|PL","5714.94","5080.41","4772.96","4982.90"
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|PL","5557.85","4981.18","4926.40","4881.78"
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|PL","5351.15","4816.88","4484.48","4456.33"
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|PL","5143.62","4581.97","3825.45","4124.73"
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|PL","4893.24","4314.40","3589.48","3735.29"
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|PL","4652.48","4093.17","3448.99","3558.40"
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|PL","4480.16","4053.17","3528.01","3738.81"
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|PL","4406.93","4112.56","3610.66","3827.80"
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|PL","4442.76","4164.90","3815.72","3849.66"
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|PL","4518.11","4165.37","3749.07","3728.29"
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|PL","4518.07","4069.94","3431.03","3504.15"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|PL","4452.62","3907.62","3247.20","3476.49"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|PL","4335.40","3805.23","3092.93","3304.06"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|PL","4236.36","3735.53","3205.35","3169.58"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|PL","3491.42","2796.48","2796.48","2956.06"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|PL","3401.44","2688.37","2688.37","2895.20"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|PL","3390.51","2700.94","2700.94","2884.00"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|PL","3386.48","2618.74","2618.74","2866.51"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|PL","3328.95","2646.13","2646.13","2860.08"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|PL","3260.06","2552.44","2552.44","2852.15"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|PL","3237.35","2430.12","2430.12","2678.24"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|PL","3287.23","2587.25","2331.67","2602.43"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|PL","3437.48","2930.67","2616.17","2848.81"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|PL","3586.28","3206.12","2811.85","2922.91"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|PL","3738.47","3531.60","2942.57","3139.19"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|PL","3887.07","3894.28","3159.49","3464.93"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|PL","4025.71","4319.96","3724.21","3902.33"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|PL","4221.56","4754.67","3861.87","3876.50"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|PL","4672.58","5106.52","3751.70","4300.65"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|PL","5221.25","5386.81","4194.90","4599.73"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|PL","5479.52","5611.70","4513.26","4961.95"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|PL","5475.90","5681.39","4568.17","5009.40"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|PL","5380.65","5556.64","4315.30","4873.09"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|PL","5241.05","5269.36","3904.05","4449.53"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|PL","5050.83","5009.16","3547.38","4352.49"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|PL","4828.83","4834.82","3626.61","4234.26"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|PL","4631.66","4614.18","3461.45","3853.59"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|PL","4390.19","4317.56","3260.12","3441.51"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|PL","3693.10","2515.67","2515.67","2868.08"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|PL","3200.61","1859.88","1859.88","2316.39"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|PL","2674.71","1499.03","1499.03","2026.59"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|PL","2281.49","1363.84","1363.84","1750.99"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|PL","1942.70","1139.97","1139.97","1453.48"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|PL","1621.10","905.87","905.87","1142.05"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|PL","1422.57","699.84","699.84","953.99"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|PL","1308.72","787.15","795.83","1015.09"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|PL","1213.31","791.22","781.61","910.91"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|PL","1104.79","743.64","734.53","803.83"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|PL","1048.15","769.02","676.55","695.41"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|PL","1005.80","922.30","880.14","825.88"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|PL","987.38","1124.12","1029.10","948.73"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|PL","1047.63","1157.48","1153.46","1064.85"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|PL","1211.60","1274.07","1365.62","1255.66"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|PL","1381.50","1531.68","1538.88","1387.39"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|PL","1531.85","1819.53","1543.99","1581.79"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|PL","1661.46","1988.33","1724.66","1821.95"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|PL","1783.87","2018.56","1793.20","1920.34"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|PL","1849.30","2032.20","1802.78","1966.01"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|PL","1858.11","2058.82","1917.98","2072.01"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|PL","1887.87","2086.28","1913.80","2004.75"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|PL","1925.71","2145.37","1960.88","2052.49"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|PL","1948.84","2211.95","2051.86","2131.84"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|PL","2250.05","1972.23","1972.23","2040.75"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|PL","2198.93","1823.27","1823.27","1953.16"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|PL","2210.41","1811.77","1811.77","1969.28"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|PL","2210.23","1761.03","1761.03","1913.34"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|PL","2228.69","1745.60","1745.60","1859.40"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|PL","2244.36","1731.39","1731.39","1845.55"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|PL","2249.43","1855.28","1855.28","1937.55"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|PL","2250.99","2020.92","1898.42","1991.78"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|PL","2237.81","2036.92","2009.34","2106.74"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|PL","2185.89","1993.72","1986.94","2021.93"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|PL","2225.92","2129.88","1996.20","2157.93"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|PL","2347.48","2250.39","2139.83","2241.71"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|PL","2488.30","2378.88","2263.79","2355.31"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|PL","2599.72","2523.63","2520.78","2643.93"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|PL","2705.51","2699.22","2684.63","2740.60"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|PL","2898.63","2923.64","2778.01","2836.01"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|PL","3133.39","3148.64","2885.27","3024.13"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|PL","3292.55","3282.18","3022.38","3171.84"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|PL","3370.59","3330.13","3191.14","3360.33"
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|PL","3410.62","3345.31","3215.73","3411.88"
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|PL","3405.08","3328.00","3144.43","3472.99"
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|PL","3353.14","3266.75","3045.46","3360.75"
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|PL","3270.79","3182.33","2864.54","3176.23"
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|PL","3170.53","3104.51","2933.00","3001.23"
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|PL","2968.70","2672.89","2672.89","3005.29"
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|PL","2923.13","2691.19","2691.19","3065.33"
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|PL","2848.67","2561.94","2561.94","2993.71"
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|PL","2745.51","2446.07","2446.07","2918.45"
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|PL","2663.90","2447.25","2447.25","2806.35"
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|PL","2614.12","2420.32","2420.32","2769.71"
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|PL","2587.49","2418.32","2418.32","2687.30"
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|PL","2555.74","2510.56","2386.74","2707.36"
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|PL","2515.34","2531.77","2429.49","2699.99"
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|PL","2465.29","2482.72","2499.94","2625.69"
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|PL","2433.73","2457.16","2423.09","2598.05"
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|PL","2463.79","2497.77","2675.34","2785.10"
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|PL","2577.86","2625.53","2865.69","2900.25"
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|PL","2717.09","2779.27","3173.99","3145.40"
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|PL","2873.65","2911.51","3451.87","3312.63"
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|PL","3008.31","3010.55","3559.00","3454.85"
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|PL","3122.65","3064.47","3607.28","3578.24"
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|PL","3152.66","3066.15","3739.25","3654.31"
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|PL","3115.05","3027.82","3756.53","3724.48"
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|PL","3067.26","2950.50","3715.05","3584.71"
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|PL","2962.90","2883.53","3482.23","3500.38"
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|PL","2819.77","2815.95","3375.10","3376.49"
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|PL","2709.28","2749.05","3196.06","3227.74"
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|PL","2649.65","2665.50","3184.34","3230.78"
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|PL","2725.03","3177.98","3177.98","3141.34"
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|PL","2737.79","3144.13","3144.13","3068.69"
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|PL","2744.18","3128.32","3128.32","3120.14"
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|PL","2693.32","3258.83","3258.83","3197.61"
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|PL","2638.27","3081.80","3081.80","3078.23"
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|PL","2567.30","2881.37","2881.37","2971.95"
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|PL","2469.44","2868.36","2868.36","2892.39"
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|PL","2399.87","2936.29","3022.54","2978.88"
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|PL","2323.51","2815.46","3078.10","3017.63"
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|PL","2101.11","2504.53","2899.50","2755.29"
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|PL","1763.83","2029.66","2194.30","2036.08"
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|PL","1495.57","1589.64","1469.21","1490.84"
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|PL","1361.96","1380.81","828.51","1274.89"
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|PL","1326.87","1335.46","820.89","1322.83"
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|PL","1358.03","1329.03","983.90","1395.86"
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|PL","1521.75","1399.99","1082.34","1503.19"
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|PL","1667.18","1485.74","1480.20","1684.58"
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|PL","1626.66","1461.26","1639.75","1915.01"
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|PL","1448.39","1333.12","1943.24","2003.28"
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|PL","1211.02","1150.36","1709.02","1830.11"
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|PL","983.28","945.73","1466.05","1506.68"
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|PL","799.71","756.79","1286.31","1117.83"
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|PL","670.46","618.99","1116.52","875.91"
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|PL","585.20","530.32","818.02","713.89"
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|PL","513.26","574.41","574.41","658.33"
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|PL","490.26","539.85","539.85","655.03"
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|PL","497.79","559.25","559.25","784.73"
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|PL","534.83","609.46","609.46","999.04"
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|PL","613.91","903.84","903.84","1164.36"
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|PL","710.30","1013.31","1013.31","1297.44"
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|PL","789.92","1121.15","1121.15","1412.51"
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|PL","864.56","1326.26","1333.81","1557.91"
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|PL","943.24","1450.20","1493.96","1734.26"
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|PL","1008.02","1428.11","1501.17","1713.86"
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|PL","959.64","1271.33","1384.89","1456.10"
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|PL","771.17","998.96","1190.92","1031.20"
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|PL","646.92","903.02","1095.69","869.53"
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|PL","626.41","886.88","990.20","796.40"
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|PL","664.43","924.78","973.11","846.24"
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|PL","782.03","833.14","1004.22","887.98"
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|PL","926.28","967.15","1021.75","1042.65"
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|PL","1018.79","1056.63","1213.43","1221.24"
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|PL","1072.18","1129.18","1493.83","1301.10"
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|PL","1126.69","1196.69","1515.48","1310.50"
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|PL","1185.53","1248.42","1351.71","1352.81"
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|PL","1258.20","1292.90","1284.01","1314.58"
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|PL","1333.36","1335.78","1228.52","1232.55"
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|PL","1382.55","1373.87","1042.57","1144.11"
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|PL","1412.97","919.36","919.36","1061.29"
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|PL","1427.10","868.32","868.32","989.41"
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|PL","1432.88","842.26","842.26","975.35"
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|PL","1423.09","883.70","883.70","997.30"
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|PL","1393.14","918.76","918.76","986.75"
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|PL","1349.14","824.68","824.68","908.36"
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|PL","1303.07","824.79","824.79","971.30"
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|PL","1271.17","886.25","870.44","960.94"
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|PL","1252.10","891.28","853.40","928.83"
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|PL","1197.92","919.35","761.22","806.14"
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|PL","1137.33","969.78","603.43","665.44"
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|PL","1137.06","1200.07","739.48","667.46"
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|PL","1153.99","1223.20","746.06","665.43"
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|PL","1169.89","1208.62","747.28","648.14"
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|PL","1188.83","1227.45","754.39","659.76"
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|PL","1287.19","1331.93","744.42","710.59"
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|PL","1486.92","1548.29","776.21","853.46"
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|PL","1708.00","1792.79","816.19","1024.91"
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|PL","1905.97","1989.74","935.49","1189.94"
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|PL","2080.41","2187.19","1088.88","1460.51"
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|PL","2281.10","2468.01","1520.91","1613.91"
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|PL","2564.19","2812.18","1422.76","1725.64"
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|PL","2899.57","3183.93","1842.36","2093.36"
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|PL","3244.07","3616.95","2551.91","2347.30"
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|PL","4106.31","2213.02","2213.02","2650.64"
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|PL","4383.29","2200.42","2200.42","2819.91"
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|PL","4529.15","2336.37","2336.37","2954.80"
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|PL","4619.54","2450.46","2450.46","3056.90"
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|PL","4727.34","2716.99","2716.99","3327.55"
